Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Eggerthella|Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000357797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Eggerthella|lenta	0.000364307	0.000501641	0.00066909	0	0.000152265	0	0.001726541	0	0.001605736	0	0	0.000942231	0.000112905	0.00096176	0.000348076	0	0.000137646	0.001916792	0.000293271	0	0	0.000438203	0	0.00013611	0.001211886	0.004207329	0.00026448	0.002608427	0.000262771	0.000947109	0	0	0	0.000250094	0	0	0	0	0	0.000317599	0.000149282	0	0	0	0.000253704	0.00501423	0	0.000188549	0.00035325	0.000269288	0.00013552	0	0.00099383	0.000315996	0	0.000284232	0.000155792	0	0
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Slackia|	0	0	0	0.003702379	0.000418729	0.000846203	0	0.000839824	0	0.000356361	0.002015483	0	0	0	0	0.000591607	0	0	0	0	0.000666032	0	0.000589362	0	0	0	0	0	0.000578095	0.004062046	0	0	0	0	0	0	0	0	0.000635699	0	0	0.000320645	0.000314971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002060702	0.001136671
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|||	0	0	0	0	0.000114199	0.002221282	0	0	0	0.000305452	0	0	0	0	0	0.010722869	0.012938747	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004127064	0	0	0	0	0	0.000934759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00040833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105548
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|	0.063453626	0.05522229	0.145304102	0.004059995	0.020974496	0.035582822	0.041603395	0.017762288	0.084207775	0.0487451	0.010123219	0.030053935	0.059538595	0.080934161	0.064022834	0.000924385	0.023904565	0.078557064	0.049856031	0.022835269	0.130827783	0.109049934	0.030731019	0.161616987	0.072252654	0.075632344	0.05329278	0.139418188	0.027906243	0.071454128	0.019509755	0.387058751	0.049271502	0.227627027	0.064745142	0.398115764	0.148962178	0.076638295	0.041184217	0.269046012	0.143310319	0.068801246	0.00245677	0.096242923	0.387507611	0.255793468	0.291259409	0.0629753	0.299303593	0.26356537	0.026494105	0.05033161	0.044680939	0.282278961	0.376257323	0.229635946	0.042764781	0.055588063	0.339539919
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|caccae	0	0	0	0	0	0	0	0	0	0	0.000183226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000976778	0	0	0	0	0	0	0	0	0	0	0	0.000314248	0	0	0	0	0	0	0	0	0	0	5.41E-05
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016346547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|eggerthii	0	0	0	0	0.001027788	0	0	0	0	0	0	0	0	0	0	0	0.007019959	0	0.00082649	0	0.002695845	0	0	0	0	0.036247759	0	0	0	0.013764654	0	0	0	0	0.000294445	0	0.008676478	0	0	0	0	0.000870322	0	0	0	0	0	0	0	0.032920425	0.011451416	0.000786871	0.040001656	0.043670606	0.001252717	0.000213174	0	0	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|fragilis	0	0.000397132	0	0	0	0	0.003369875	0	0	0.000738176	0	0	0.00067743	0	0.000649742	0.000110926	0	0.000628457	0.004559027	0.000175994	0	0	0	0.000326664	0	0	0	0.000442106	0.000814589	0	0.000541938	0.006886283	0	0.003542995	0	0.053029587	0	0.000276797	0	0	0.000709088	0	0	0.001271533	0.001014816	0	0.000224694	0.019546226	0.002674606	0.007270769	0	0.00033723	0.005507474	0.003981546	0.000221068	0.00303181	0	0	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|ovatus	0.010907766	0.011307819	0.001315878	0.001409428	0.00030453	0.00325788	0	0.00172164	0.003696927	0.000534542	0.000137419	0.003281565	0.025478906	0.017165318	0.007680884	0	0	0.097285068	0	0.000483985	0.019410086	0	0.00450441	0.013610998	0.040840564	0	0.012518734	0	0.000604373	0.001136531	0.000416875	0.012097525	0.002532769	0.055812596	0.000948767	0.111478716	0.009755045	0.00214518	0.006992689	0.017706142	0.04146296	0.006321286	0.000188982	0.027459054	0.056170083	0.049600217	0.008088979	0.160455031	0.000857893	0.090076747	0.003184713	0.000730665	0.020911839	0.000189597	0.000184223	0.016224922	0.002986005	0.000686901	0.00165088
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|plebeius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068470387	0	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|uniformis	0.010414881	0.017912756	0.006222539	0.00134632	0.004415683	0.000761582	0.01114971	0.001931596	0.008850218	0.011989004	0.001374193	0.003866398	0	0.013109202	0.012646772	0.000221852	0.010323469	0.078682755	0.003759198	0.003607885	0.021154456	0	0.009366646	0.002123316	0	0.035550687	0	0.053229586	0.001865672	0.011786248	0.002001001	0.021434332	0.012063293	0.025092743	0.003566054	0.046286669	0.019558027	0.002006782	0.000953549	0.028107507	0.047770106	0.005771609	0.001196888	0.066301353	0.078242338	0.049464697	0.022581732	0	0.147708922	0.033593645	0.007927904	0.004946043	0.006791171	0.02720723	0.041855495	0.019801511	0.013709656	0.010863205	0.040703654
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Parabacteroides|	0.001350077	0.001003282	0.002364119	0.001199066	0.001865246	0.002559763	0	0.001301728	0.00623623	0.000661813	0.002885805	0	0	0.00018817	0.000765768	0.00177482	0.00243175	0.009992459	0.004399062	0.000703977	0.00364732	0	0.003851902	0.002967197	0	0	0.00912457	0	0.000236494	0.004293562	0.002918126	0.002047273	0.003916654	0.008669918	0.005790748	0	0.003283639	0.003321569	0.005766698	0.014133153	0.000149282	0.009527736	0.000692935	0.014531803	0.023898924	0.030695216	0.01994158	0.002325435	0.014281389	0.008751851	0	0.000590153	0.005755932	0.007741895	0.015364209	0.007011061	0.006880793	0.002187905	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Parabacteroides|distasonis	0.002871593	0.003553289	0.000780605	0.000652124	0.00091359	0.002157817	0	0.000440908	0.002427275	0.001196355	0.000549677	0.001007213	0.001693576	0.001463547	0.002204483	0.000221852	0.000183528	0	0.001946251	0.001099965	0.001395496	0	0.001010335	0.001007214	0.003150904	0.002713603	0.013885216	0.011163181	0	0.002062593	0.000521094	0.022271853	0.000339443	0.02013255	0.004841981	0.050981504	0.004865539	0.001314788	0.000953549	0.014768351	0.001567457	0.005405158	0.000755929	0.002058672	0	0.020327958	0.0201101	0	0.014987889	0.00417396	0.001998916	0.005030351	0	0.003286355	0.000110534	0.008598025	0.007218342	0.003536266	0.031447903
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001263983	0	0	0	0	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|endodontalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|	0	0	0	0.000967667	0.000418729	0.002284747	0	0	0	0	0.000229032	0	0	0	0	0.007210205	0.000917642	0	0	0	0	0	0	0	0	0	0	0	0.003678789	0	0	0	0.003368322	0	0.002355558	0	0	0	0	0	0	0	0	0	0	0.001016398	0	0	0	0	0	0	0.000207048	0.010680655	0.000294757	0	0	0	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|copri	0	0	0	0.032122347	0.000456795	0	0	0.05148124	0	0.025021636	0.000137419	0.13607122	0	0	0	0.113625439	0.005092911	0	0.233816786	0	0	0.246916929	0	0	0	0	0	0	0.213212108	0.000420937	0.209104552	0	0	0	0.504187659	0.004978416	0.000167777	0.55214172	0.022067838	0.000238199	0.000186602	0.251614676	0.509590853	0.003148557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|stercorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018709558	0.004312916	0	0.02370161	0	0	0	0	0	0	0	0	0	0.009959008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024693691	0.000121098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae||	0.000514315	0.006751249	0.005285813	0.008561752	0.007232585	0.007256188	0	0.005542842	0.005452033	0.002850888	0.002885805	0.011144324	0.000188175	0.000543603	0.01208985	0.000702533	0.000825877	0.003613625	0	0.006159803	0.005264827	0	0.01054537	0.008329931	0.013597363	0.027011551	0.012783214	0.008090543	0.001024806	0.017700419	0.001438219	0.018053229	0.007859418	0.128589888	0.00494013	0	0.016178515	0.001349388	0.033919085	0.020802731	0.025153947	0.025972241	0.002866232	0.025188459	0.061802314	0.005895108	0.016234131	0	0.005046427	0.014810825	0.008436102	0.011212905	0.006708352	0.041490236	0.013190376	0.097491651	0.048139589	0.01203348	0.042110961
