#SampleID	Metaphlan2_Analysis
k__Bacteria	99.89264
k__Archaea	0.10736
k__Bacteria|p__Bacteroidetes	45.84631
k__Bacteria|p__Firmicutes	42.97658
k__Bacteria|p__Proteobacteria	7.27204
k__Bacteria|p__Actinobacteria	3.41424
k__Bacteria|p__Verrucomicrobia	0.38347
k__Archaea|p__Euryarchaeota	0.10736
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	45.84631
k__Bacteria|p__Firmicutes|c__Clostridia	36.57086
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5.43789
k__Bacteria|p__Firmicutes|c__Negativicutes	4.90797
k__Bacteria|p__Actinobacteria|c__Actinobacteria	3.41424
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.45017
k__Bacteria|p__Firmicutes|c__Bacilli	1.10111
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.39664
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.38397
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.38347
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.10736
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	45.84631
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	36.57086
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	5.43789
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	4.90797
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2.56415
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.45017
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.10111
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.85009
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.39664
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.38397
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.38347
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.10736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	31.70227
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	28.09234
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	8.1065
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	7.8531
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	5.43789
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	4.90797
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2.56415
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1.68682
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	1.50361
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	1.47231
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	1.45017
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	1.24577
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.87395
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.85009
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname	0.54861
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.39664
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.38397
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0.38347
