#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	72.6329
k__Bacteria|p__Firmicutes	23.30742
k__Bacteria|p__Proteobacteria	3.59083
k__Bacteria|p__Actinobacteria	0.42145
k__Bacteria|p__Verrucomicrobia	0.0474
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	72.6329
k__Bacteria|p__Firmicutes|c__Clostridia	23.04685
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	3.30643
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.42145
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.25347
k__Bacteria|p__Firmicutes|c__Negativicutes	0.13419
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.06704
k__Bacteria|p__Firmicutes|c__Bacilli	0.05934
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.0474
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.03093
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	72.6329
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	23.04685
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	3.30643
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.42145
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.25347
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.13419
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.06704
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.05934
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.0474
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.03093
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	37.80015
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	19.03136
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	14.44526
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	10.13689
