#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	56.62902
k__Bacteria|p__Bacteroidetes	33.10249
k__Bacteria|p__Actinobacteria	9.44413
k__Bacteria|p__Proteobacteria	0.77899
k__Bacteria|p__Verrucomicrobia	0.04538
k__Bacteria|p__Firmicutes|c__Clostridia	52.91374
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	33.10249
k__Bacteria|p__Actinobacteria|c__Actinobacteria	9.44413
k__Bacteria|p__Firmicutes|c__Negativicutes	2.235
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.06433
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.45852
k__Bacteria|p__Firmicutes|c__Bacilli	0.41595
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.30173
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.04538
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.01874
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	52.91374
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	33.10249
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	6.75987
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	2.68426
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2.235
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.06433
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.45852
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.41595
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.30173
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.04538
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.01874
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	27.18351
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	20.76667
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	15.87046
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	7.76931
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	6.75987
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	5.16508
