#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	63.75314
k__Bacteria|p__Verrucomicrobia	17.98923
k__Bacteria|p__Bacteroidetes	10.16842
k__Bacteria|p__Actinobacteria	5.10016
k__Bacteria|p__Proteobacteria	2.98905
k__Bacteria|p__Firmicutes|c__Clostridia	47.46721
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	17.98923
k__Bacteria|p__Firmicutes|c__Bacilli	15.63527
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	10.16842
k__Bacteria|p__Actinobacteria|c__Actinobacteria	5.10016
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2.24534
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.74371
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.62963
k__Bacteria|p__Firmicutes|c__Negativicutes	0.02103
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	47.46721
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	17.98923
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	15.63527
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	10.16842
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	3.40244
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2.24534
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	1.69772
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.74371
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.62963
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.02103
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	32.96394
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	17.98923
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	9.71994
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	9.3137
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	5.859
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	5.29017
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	4.8571
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	3.40244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	3.3328
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	2.24534
