#SampleID	Metaphlan2_Analysis
k__Bacteria	99.80261
k__Viruses	0.19739
k__Bacteria|p__Firmicutes	43.21589
k__Bacteria|p__Bacteroidetes	33.51717
k__Bacteria|p__Actinobacteria	11.80758
k__Bacteria|p__Proteobacteria	9.40492
k__Bacteria|p__Verrucomicrobia	1.85705
k__Viruses|p__Viruses_noname	0.19739
k__Bacteria|p__Firmicutes|c__Clostridia	37.97777
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	33.51717
k__Bacteria|p__Actinobacteria|c__Actinobacteria	11.80758
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	7.863
k__Bacteria|p__Firmicutes|c__Negativicutes	3.03266
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2.09526
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	1.85705
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.54193
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.19739
k__Bacteria|p__Firmicutes|c__Bacilli	0.1102
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	37.97777
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	33.51717
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	10.6368
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	7.863
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	3.03266
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2.09526
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	1.85705
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.54193
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.17078
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.19739
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.1102
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	20.20842
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	17.14684
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	16.35783
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	10.6368
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	8.01637
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	7.863
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	5.82841
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	3.03266
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2.91068
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2.09526
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	1.85705
