#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Bacteroidetes	58.58402
k__Bacteria|p__Verrucomicrobia	21.6337
k__Bacteria|p__Firmicutes	15.06198
k__Bacteria|p__Proteobacteria	2.82076
k__Bacteria|p__Fusobacteria	1.23721
k__Bacteria|p__Actinobacteria	0.66232
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	58.58402
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	21.6337
k__Bacteria|p__Firmicutes|c__Clostridia	15.06198
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.70664
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.23721
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.8899
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.66232
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.22422
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	58.58402
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	21.6337
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	15.06198
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.70664
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.23721
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.8899
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.66232
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.22422
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	49.81169
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	21.6337
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	10.38599
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	7.70212
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	3.27884
