#SampleID	Metaphlan2_Analysis
k__Bacteria	99.96744
k__Viruses	0.03256
k__Bacteria|p__Proteobacteria	40.44479
k__Bacteria|p__Bacteroidetes	37.11265
k__Bacteria|p__Firmicutes	21.00272
k__Bacteria|p__Actinobacteria	1.40727
k__Viruses|p__Viruses_noname	0.03256
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	40.34931
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	37.11265
k__Bacteria|p__Firmicutes|c__Clostridia	16.86523
k__Bacteria|p__Firmicutes|c__Negativicutes	3.40749
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.40727
k__Bacteria|p__Firmicutes|c__Bacilli	0.62761
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.1024
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.09286
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.03256
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.00262
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	40.34931
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	37.11265
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	16.86523
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	3.40749
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.91087
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.62761
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.4964
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.1024
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.09286
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.03256
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.00262
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	40.34931
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	30.82509
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	6.27689
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	4.59409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	4.56088
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	4.11565
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	3.40749
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	3.38339
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.91087
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.59255
